tweet,category
أنا فقط أريد أن أنام كثيرًا قد أخطأ في هذه السنوات وما زال يزداد سوءًا ، ولا يمكنني تغيير معظم ما يجري من حولي ولكنه سيؤثر دائمًا على أنني لا أريد أن أعطيها الفرصة ، لذا إذا ذهبت ونومولا تستيقظ لا يجب أن أتعامل معها,1
          مجانًا أنا سعيد بالتفاوض,0
هاملت أوه كان ذلك رائعًا ، شكرًا,0
لعنة وكيل مكتب التحقيقات الفيدرالي يجب أن أكرهني ، رأيت هذا حالما سألت نفسي ، هل أنت دائمًا متعب ,1
لدي جوقة اليوم تجعلني سعيدًا,0
  أنا في نقطة الفصل حيث كنت قد سئمت من كل شيء أريد فقط أن أتدحرج والموت,1
   صوت حتى قطع معصمي والأسود عيني,1
هذه الأفكار حول قتل نفسي لها صوتًا أعلى,1
كان ليلا هذا الرد علي أو لنفسك  لن أقول إنك ترتكب العديد من الأخطاء,0
  بيض مخفوق  الجبن والخبز المحمص  أيضا آه هذا اليوم مدهش الآن إذا كان بإمكاني الحصول على المجفف فقط للعمل,0
اضطررت للتو إلى   لإدخال  في   وجدها رغم ذلك,0
  يجب أن تجعله موقعًا مناسبًا يومًا ما بمساعدة ,0
  حول الوقت الذي خرج فيه   ,0
  أعتقد أنه يجب عليك الحصول على أثيني وبقية الطاقم على ,0
 أنا أترك الكمبيوتر المحمول في المنزل سوء التعرض مع  يمكنني الحصول على  على  الأصدقاء الجدد يمكن أن يرسل لي دائما ,0
حصلت   على قائمة لزملائها  التي ستعين عليك مشاركتها ,0
أشعر وكأن روحي تنهار، ولكن لا أستطيع أن أجد من يساعدني على التمكين من المشاعر السلبية,1
  شراء نسج فتاتك هي لغة الحب بمفردها,0
تعبت من العيش مثل هذا,1
واو ، لقد استيقظت للتو وهناك حقيبة بجوار سريري ، لقد حدث ذلك في الكحول ، حدثت الليلة ، وذلك بفضل كل من جاء إلى عشاء بيدي,0
لقد سئمت من عيش الحياة العادية ,1
  نعم يمكن أن يكونوا بصوت عالٍ ، لذا يعتمد على مكان وجود مجففك ، لكنهم يتخلصون من المباراة الساكنة للغاية,0
زملائي في العمل هم خنازير غينيا محظوظة لهم,0
 رعاية  أنا حرفيا لا أستطيع أن أشرح كل شيء حدث الكثير ، لا أريد أن أكون هنا بعد الآن  هي حتى النقطة التي أنا حرفيا ,1
لا أجد في نفسي القدرة على مواجهة كل هذا الظلام الذي أحاط بي من كل جانب,1
 واو واو جيدا لسماع,0
  استيقظت مع حقيبة فوق رأسي بعد أن جرعة زائدة عن قصد على مخروط من   نصف مقبض من ,1
حصلت على  للطبيب ,0
أرغب في تناول جرعة زائدة من  و  وإنهاء هذا فقط لدي ما يكفي للقيام بالمهمة التي سئمتها حقًا من هذا القرف أريد فقط أن أستسلم,1
أ,0
أنا فقط أريد أن يكون بصحة جيدة,0
كل مرة أنظر فيها إلى المرآة أرى انعكاس شخص محطم ينبض بالحزن واليأس,1
أفكاري سوداء ومظلمة وأشعر بالإرهاق التام.,1
 حدد خيار البلاط إنه مربع صغير باتجاه أسفل الشاشة عند تغيير الخلفية,0
 يجب أن يكون لي اليوم بعد ذلك,0
 لها شرائح مرة أخرى,0
اكتشفت للتو أن آمي لديها فتاة ليل بونيتا أنا متحمس للغاية الآن يمكنني أن أذهب من خلال القليل من الأشياء,0
صباح الجميع,0
كل ما حلمت به,1
  أريد أن أموت أنا لا أستحق قطعة من أي شيء لا أنتمي إليه في أي مكان ، لقد سئمت من كل شيء من نفس الفتنة,1
أنا مندهش باستمرار من تقنيتنا ، مما يجعلني أتساءل الآن تحقق من أغنية  هذه,0
أبحث عن شخص ما للتحدث مع كل ما أريد فعله هو الموت,1
  ليس لدي ما أعيشه من أجل المتأنق حزين جدًا,1
  في انتظار النهاية من فضلك تشيستر دعني أأتي معك في الجنة ، لا أريد محاربة هذا بعد الآن لا أحد يهتم هنا ، فلماذا تهتم,1
 تحرير مزاجي,0
  تريد أن يتم حساب كل تصويت بغض النظر عما إذا كان الناخب قد انتقل إلى منطقة مختلفة,1
أفكر بالرحيل لأن الألم أصبح لا يطاق.,1
إن خسارة هؤلاء الرجال ضخمة لكنك يجب أن تتعامل معها الوقت لاستدعاء  للحصول على سعر   لأخذ بعض  ,0
أصبحت ساخنة مثل الأيام المستمرة تستريح بشدة على الزهور المتعبة,1
أريد أن أنهي كل هذا الألم قبل أن ينهيني بالكامل,1
طفلي متعب,0
يأتي الرسمي   من ألمانيا وأمنيتي الأكبر هي الاتصال بـ  ، أعلم أنه لا يمكنني رؤيتك أبدًا ، ولكنها على ما يرام,0
أليكسيا تريد أمواله,0
     تحية لها عيد ميلاد سعيد في    ,0
فازت بأول مباراة لي من المستوطنين ولم أكن أدرك حتى أنه كان بإمكاني الفوز بالجنيه قبل هاها,0
بالتفكير في قتل نفسي ، تعرضت للاغتصاب في سنوات من قبل رجل بلا مأوى في حالة سكر والذي يحاول العثور على المكان الذي أعيش فيه وأنا الآن فتى في السنة بدون أصدقاء ، ألقوا علي الجميع يكرهني أمي وأبي يكرهونني أنني تعرضت للإيذاءعندما كنت طفلاً ، ليس لدي أي سبب للعيش بعد الآن أريد أن أقتل نفسي,1
  أنا بحجم ولكن يجب أن أرتدي تقويم العظام في حذائي إذا كنت أحاول المشي حتى أتمكن من الابتعاد مع أ,0
ركز على الفرص أكثر مما تركز على المال,0
أبحث عن مساعدة في اختبار  الجمبري مع الخيار ، كل ما يمكنني العثور عليه هو وصف الجمبري والخيار   ,0
عملاق أساهي وخائف من فضلك لا تأكل أرواح مؤخرتي,1
  أنا  أكره اسم  لعنة أتمنى أن أسمي نفسي  هناك شخص واحد على الأقل في كل ألعاب ,1
   جرب أي شيء لأول مرة,0
تم تنزيل تطبيق        ,0
كريستينامينديز قائمتي قصيرة ، فهذا يعني أن إلهي ضخمة للغاية لول,0
بعد أن تم تجميد التأثيرات ولم أكرر أنني لم أنقذ تحريرتي ، أريد أن أموت بالفعل ، فقد استغرق الأمر ,1
دانييل هيلتون أعلم أن هذا حقيقي لي في نوم    تحرير الفيديو ,0
تعبت من العيش مع هذه  فقط شهور للذهاب,1
لا يمكن أن ينتظر  يوم الجمعة ، فأنا أتيح لمشاهدة التسجيل ، هل تعرف من يتطلع الضيوف يوم الجمعة إلى ذلك,0
أنا على وشك أن أكره التدخين بنفسي ، لكن في بعض الأحيان أحب ذلك لأنني لا أستطيع الانتهاء,1
أعيش في دوامة من الألم والعجز واليأس.,1
أخفي كل ألمي خلف ابتسامة مزيفة لكنني أشعر بأن قلبي يصرخ ويئن من الألم الذي أحمله داخلي,1
اللعنة على الله أنا أحمق غبي يدعى الشخصية بدلاً من التخمين المريض الذي يحصل على توبيخ ثالث ,1
 كما        يجب على المزيد من الناس الاستماع إلى هذه الفرقة اقتباس   ,0
كان إسبيرال يعود يوم الأحد أو الاثنين,0
 لا تجعل موضوعًا متأكدًا من أنك ستحصل على بعض الردود قريبًا,0
 لول أنت وأنا على حد سواء غاضبين ومريرة,0
  تهانينا فريق  شكرًا لناسا تقدير كبير ,0
أريد أن أنهي كل شيء قبل أن ينهيني السواد.,1
 ضحكت بشدة في هذا البيان بشدة لدرجة أنني كنت بحاجة لذلك شكرا لك,0
هل يمكنني الخروج بالفعل من العيش مع هذا الحاج القديم,1
تحية جيسون ستاثام جيسون حتى الآن على تويتر اليوم الرائع اليوم ، شكرًا لك على لحظة لنا أن نستمتع بعناق السباحة الخاص بك,0
عرض    يوم الخميس,0
أريد أن أختفي من هذا العالم وأتوقف عن المعاناة.,1
أشعر بخيبة أمل كبيرة في حياتي وأريد فقط أن أنهي كل شيء,1
  يا عزيزي ، لقد حان وقت النوم على الأقل ، أنا متأكد من أن غدًا سيكون أفضل ، ولدي أحث على السبات ولكن حصلت على عمل للقيام به,0
مريض   أنا أكره نفسي وأريد أن أموت,1
بسببك   و  ,0
هي ليست سئمت من كل شيء,0
أشعر أن قلبي يكسر في كل مرة أتذكر بها ألمي العميق,1
   كان لدي يوم رائع للبيتزا لفترة طويلة بعد التقاط الصور الخاصة بي سأأخذك إلى الخارج,0
لا أجد سببًا للاستمرار في هذه الحياة.,1
جيد ومفيدًا حقًا حول الأزمة المختلفة في عالم العاصمة ، لقد قرأتهم جميعًا,0
أنا مريض جدا وسئمت من العيش ,1
سأحظى بيوم كسول اليوم  الوقت المناسب ,0
النتائج النهائية من تحدي قوس  الخاص بي لبطولة رجال  بالتأكيد سوف يرسل لي جيل  كأس,0
العالم حولي مظلم، وأتمنى لو أنني أستطيع الهرب من هذا الظل الذي يلاحقني دون توقف,1
بدأت أيضا مقدمة,0
 شكرا على العرض,0
نعم ، لقد سئمت من العيش بنفسي ,1
أنا مرهق إلى النقطة التي أحتاج فيها إلى سلامتي ، لقد ذهبت إلى حد القرار ، سأموت من أجله قطع العلاقات بسبب ذلك ، أنا ,1
كل لحظة تمر تزيد من شعوري بالوحدة والحزن العميق,1
  تريد أن تكون هنا بعد الآن,1
 لكن  يستمر في متابعتي  هو بالفعل أفضل بكثير فقط في أحد تلك الأيام,0
حياتي لا معنى لها ، أريد فقط أن أنهي حياتي بشكل سيء ، بحيث تكون حياتي فارغة تمامًا ولا أريد أن أخلق معنى في ذلك ، وهو ما هو الألم هو المدة التي سأعوقها في تشغيل رأس سيارتي أولاً إلى التاليالشخص الذي يأتي إلى الاتجاه المعاكس عندما أتوقف عن الشعور بالغيرة من الشخصيات المأساوية مثل غومر كومة للنهاية السريعة التي تمكنوا من إحضارها إلى حياتهم,1
هل يعرف أي شخص أين يمكنني شراء موسيقى البيانو للبرنامج النصي لأنني مترددة في طلبها عبر الإنترنت إذا كان بإمكاني شرائه في دبلن,0
انهار تقريبا في الفصل لمجرد أن أكثر الأفكار السلبية هي الركل وأم سئت من العيش هههههههههههههههههههههههه,1
لا أهتم بمن يمارس الجنس معي في نهاية اليوم ، لقد جئت في هذا العالم وحدي ، أنا أموت بمفردي مع كونه  ,1
شخص ما يقتل النسخة الشريرة مني من فضلك,1
سأقوم بنشر هذا في كل مرة يظهر فيها وسأشارك في مدى غضب مدى انزعاجي من العاطفية التي ما زلت أشعر بها,1
بعد النظر إلى إحصائيات الانتحار الأمريكية ، شعرت بالصدمة لرؤية أن الرجال البيض في  يقودون ,1
يأتي  إلى الحياة حتى في شكل صورة  ، كل الأشياء الرائعة تبدأ مثل ذلك ,0
يتم تحديث  الجديد بالكامل من الشمس المشرقة في   يومًا جميلًا,0
  حلاوة ولكن لا يزال كتي,0
ليكزوريتشي أتمنى أن أتغير سبب لعنة هل أكره نفسي,1
أفكر في الذهاب بعيدًا حيث لا يستطيع أحد أن يؤذيني.,1
 أوه ، لم أذهب إلى سوق ألاميدا للسلع المستعملة ،,0
العودة إلى   بعد توقف الشهر القسري مع نوافذ ومربعات  فقط يجعلني عربة سعيدة,0
كان ديزني لاند رائعا للذهاب والتقاط البسيسات في دقيقة واحدة,0
أريد أن أخفي نفسي عن الجميع وأتوقف عن الشعور بالألم,1
كانت متعبة,0
أبقى مستيقظًا طوال الليل ، أجرب نفسي أشعر أنني بخير ، فأنا غير مرتاح جدًا لأن أسقط نائمًا لاف اللعنة على هذه العاهرة من ,1
شراء بندقية غدًا نظرًا لأن المتاجر مغلقة ، فأنا أخفرك تفاصيل حياتي لأن لا أحد سيعطي القرف على أي حال ،لقد انتهيت من تضييع وقت الحياة في الهواء بقدر ما أحب الناس في حياتي ، وهم يستحقون العيش مع هذا القرف ولا هم من أي مساعدة لأنهم لا يعرفون ما يجب القيام به جربت السكاكين ولكن لا أستطيع أن أحضر نفسي للرسومدم,1
اريد ان اكون مهندس,0
  اليوم أبي جعلهم خارج اليوم للعمل,0
 ايم حزين لأنني ما زلت أرى تغريدات حول غير مرئي وحقيقة أنها كانت مذكرة انتحارية ومثلما أنا بالفعل ,1
  دائمًا مبتهج عندما يكون الأمر مشمسًا في  يعني أن يخرجوا في الوقت المحدد,0
   أي نصائح أو أفكار,0
لماذا هذا كل يوم أكره حياتي أكثر وأكثر أشعر حقًا أنني مقدر أن أكون بائسة إلى الأبد,1
تستغرق هذه المهارة وقتًا و  كمركز يمكنه تشغيل  من الأرض وإجبار الفرق الأخرى على الذهاب,1
لماذا أكمل عندما لا أحد يهتم بما أشعر به؟,1
يا شيت هذا يمكن أن يخرج عن السين,0
الانفجار من أسوأ فريق في الدوري بينما يرتدونهم هو ما سيكون عليه في مذكرة الانتحار ,1
 ولكن بلدي الإيطالي أساسي في الوقت الحالي,0
ليلة مثيرة للاهتمام أحب أخواتي,0
داخل,0
لقد غادرت أيام الحياة بالضبط ولم أشعر بالهدوء الشديد أو في معرف السلام بدلاً من عدم الانتظار حتى ذلك الحين ولكن في اليوم الأول سأكون وحدي تمامًا ولدي الوقت الذي أحتاجه هذا,1
  أنا سخيف استخلاصك فقط اتركني هنا للموت أستحق ذلك ,1
صباح تشيلز,0
أكره مشاعري، وكيف أصبحت أشعر بالعجز عن التغيير والهروب من هذه الدوامة المظلمة,1
 أنا بالفعل أستمع إلى شوبان في الظلام الآن,0
لا أجد من يفهمني وأشعر بالوحدة التامة.,1
 حصلت على   والآن و   وكذلك ياي,0
أماندا باتون هاها حسنًا ، إنها ليست دولة دائمة بالنسبة لي في وضع عدم الاتصال,0
لا أستطيع أن آخذ هذا بعد الآن قد ينهي هذا آسف كحياة,1
 لقد طالبت بالرضا الشخصي وكان الأمر رائعًا للغاية لفعل ذلك في النهاية ، كان عليّ القيام به ,1
لعنة أنا حقا أكره نفسي,1
 الطرق ليست الأوسع والسلاسة ولكن هناك بعض المناظر الواضحة الرائعة في الطريق إذا تحولت رأسك إلى اليمين,0
 لماذا تقوم بمداهمة مكاتب الدكاترة عندما تعلم أن الفنتانيل غير القانوني من خلال البريد يقتل الناس الذين هم في  ,1
 صنع للتو أيقونة سائل جديدة للاستخدام مع ,0
آمل أن يكون لديك رحلة جيدة إذا كان الطقس لائقًا إذا كان الطقس مثل ذلك حيث أعيش,0
   تهانينا الهند على ضرب باكستان في كأس آسيا إندي,0
جربت مكتبة مؤهلات اقتباس مع نتائج مختلطة اعتقدت الرمز الشريطي أنني أردت إضافة حمالة صدر رياضية بدلاً من تطبيق رائع,0
أريد أن أقتل نفسي أنا سخيف جدا,1
 أحب مقاطع الفيديو     ,0
أريد جهاز  ولكني أريده فقط من أجل حالة الانحلال ، ولدي    ، لدي وقت للعبها الآن سيكون عملية شراء بلا جدوى,1
أريد أن أرحل بصمت بعيدًا عن الجميع، لأن الكلمات لا تستطيع أن تشرح هذا الألم الكبير,1
حينما يغمرني اليأس أتمنى لو يكون الموت هو الحل الوحيد للخلاص من هذه المعاناة التي لا تنتهي,1
 هنا صباح الخير,0
يكره الأشخاص على  في محاولة لإقناع  بالحصول على ,0
يا رجل دانغ أنا ، لذا اللعنة على عدم الأمان تنهد ، أنا أكره نفسي,1
  على أي حال ، يتيح  العمل الجاد لإظهار حبنا ودعم  في هذه العودة لأنها توفر لنا سلعة أخرى,0
لكني أعلم أنك تريد أن تسمع عن امتحاناتاتي,0
 مرحبا بكم في تويتر,0
  سيتعين عليك استخدام  للشركة,0
 تطيع آخر خوارزمية  ربما من شأنها أن تبرز حقًا مثل  إذا أعطيته فرصة,0
آهه تقليد رمي الأحذية بعد باكستان والعراق الآن في الهند ,0
أريد أن أهرب من واقع لا يفهم مشاعري أو يعيرني اهتمامًا,1
أنا معجب بابار جزئيًا لأن  عبارة عن خليط رائع ، لكن لأن  مجرد عرضة للضوضاء الخارجية ، فإنه من الضغوط غير الواقعية المثيرة للإعجاب على فريق كتفيه يائسًا من كل لاعب كرة قدم اعتاد على كل شيء مكدس ضده ، لكنه يجد طريقة للبقاء هادئًا والقيام بهوظيفة,0
لقد حصلت على ساعات من النوم الليلة الماضية لاتيه لاتيه وأنا جيد,0
دائمًا ما يكون الأمر سخيفًا وليس جيدًا يومًا بعد يوم ، فأنا أشعر أنني سأفقده سخيف,1
كال بين شكرا لك يا كال أنت حظ سعيد في كل ما ستفعله,0
أريد أن أرحل وأترك خلفي كل ما يؤلمني.,1
 أنا أفضل  ,0
   لا أريد أن أكون هنا بعد الآن,1
 بما فيه الكفاية من قابس الكتاب المخزي,0
 أنا وصديقي توم في ليلة عيد ميلادي بالخارج,0
لقد نسيت كم أحب نوكيا ن,0
أنا فقط أريد أن أنجز مؤخرتي ، لقد سئمت من عيش هذه الحياة,1
شخص ما من فضلك قتلني أنا في الحب ,1
إذا كنت تريد منا أن نعتقد أنك تريد أن تكون أمريكيًا ، فمن المنطقي أن نتعلم اللغة الإنجليزية في أقل من سنوات,1
أنا كمعالج في المستقبل لعنة ، يكون الأمر هكذا في بعض الأحيان,1
 الكثير والكثير قمت بتنزيلها بشكل غير قانوني ، لكن بعد ذلك فقدت كلهم ، لذا الآن أنا فقط أخهني,0
أعتقد أنه كان قلة قول أي شيء على الإطلاق كان غبيًا جدًا عندما قابلت هاري ، كنت أتصرف بارد و ,1
يا شخص يقتلني من فضلك,1
الاستعداد لنقل الأطفال إلى المزرعة,0
سيتم الفضل في المكافآت في حساب  الخاص بك في أيام العمل,0
أريد أن أنام ولا أستيقظ أبدًا من هذا الكابوس الذي أعيشه,1
أتمنى لكم كل السعادة والحب في,0
أشعر أن الحياة فقدت معانيها وأن الأيام أصبحت متشابهة ومملة بشكل لا يفارقني,1
يريد قتلها,0
قضيت ليلة جميلة مع أفضل صديق وصديقان جيدان جدًا,0
لا أستطيع أن أخبر أحدًا بما يجول في خاطري من أفكار سوداء، وأشعر بالعجز التام,1
أنا أعيش في صمت متواصل مع وجع لا يمكنني التوقف عنه,1
 هذا القرف أريد أن أكون ميتًا لذا لا يجب أن أكون هنا بعد الآن ,1
 أرى أنك متعلم سريع لول ، لقد ذهبت إلى أي رسائل إلى بضع صفحات ممتلئة في ليلة واحدة فقط ، اذهب إلى رأس السيدة سونيا,0
غاليا أعتقد أنك ستفعل ما تريد,0
أنا من بين كل ما عندي من مدس اللعين ، اعتقدت عائلتي أنه من الأفضل القيام به منذ أن تعبت من المرضى و  ,1
تتماشى خططنا بشكل جيد ، أنا سعيد جدًا بالفعل اليوم,0
هو متعب,0
  التي تقوم بجولة في المملكة المتحدة وتظهر لك كل الأشخاص الذين تحتاجهم,0
لقد انتهيت للتو,0
      يلعب  الليلة في وقت مبكر  العمل في البداية حظر التجول إذا كان أي شخص يخيف,0
الحزن الذي أعيشه يكسرني أكثر من مرة وكل خيبة أمل تترك ندبة في روحي,1
ماتيكيلاند أن داليك رائع,0
عروس بولكادوت تضرر قليلاً لتبدأ به ، لا شيء للإبلاغ هناك,0
كل يوم يقتربني من الموت ، أنا طالب عمري ، أريد أن أقتل نفسي أمر لا يطاق ، ليس لدي مهارات وليس مواهب وأنا شخص ممل تمامًا ، لذا أقضي معظم وقت فراغي وحدي ، أريد حقًا العثور على صديقةلكنني لا أرى أي طريقة يمكنني أن أجد واحدة عندما أكون عديمة الفائدة مثل هذا اعتدت أن أذهب بعيدًا عن الحزن من خلال الاستماع إلى الموسيقى ، لكن في هذه الأيام أشعر بالملل من الموسيقى وأريد فقط الذهاب إلى النوم ولا أستيقظ أبدًا,1
  تعلم فن كونك وحيدًا وسعيدًا في نفس الوقت,0
يا رجل أريد أن ينجح سانشو هنا بشكل سيء للغاية ، يحتاج نجم فقط إلى تصديقه مرة أخرى,0
 ترحيب يا أخي,0
 لقد أحببت  لفترة طويلة أمبير كان من الجيد رؤيته وهو يؤدي في معركة متلفزة أنا أحبها,0
أشعر أنني في الأساس مجرد سجين في حياتي الخاصة ، أشعر أنني لا أملك أي  اليسار للذهاب إلى الخارج بشكل منتظم أو العثور على أي شيء يجعلني سعيدًا ، فأنا مجرد ميت تمامًا من الداخل والمزيف لأكون سعيدًا,1
الكتابة أيضًا هل تملك أي ملابس مصممة,0
أشعر بأن الدنيا قد أصبحت ضدي تمامًا، لا أجد أي سبب للاستمرار في هذه الحياة البائسة التي لا تحمل لي سوى الألم والحزن المتواصل,1
في الفوتوشوب,0
آمل أن ينخفض مستوى التوتر الخاص بي عندما تختفي عمتي ولا أستطيع الاسترخاء ولا أستطيع التركيز على السد ,1
   سعيد جدًا وأنا أحبه   ,0
لقد سئمت من كل ما أريد فقط أن أموت,1
وبينما ننتقل وننظر إلى المستقبل الأوقات المثيرة للاهتمام القادمة,0
لا أعتقد أن  لا أعتقد أن أكون على  بعد الآن ، فأنا لا أضيف إلى أي شخص هنا,1
أفكاري تقتلني وأحتاج إلى خلاص سريع.,1
أخذت استراحة على تويتر الآن أنا عدت,0
 هو الاتجاه الأعلى الذي فوجئته ولكن لم أستطع أن أحبه أكثر,0
اللعنة لقد نسيت أن  لديها إصدار منتصف الليل ، وقد سافرت حرفيًا إلى الماضي  أنا أكره نفسي,1
أشعر بأنني تائه في عالم لا يفهمني وأريد أن أجد السلام,1
أنا ذاهب لشراء تذكرة   الخاصة بي اليوم,0
  لقد رأيت أن  يوم ممتع من الاستكشاف والتجريب,0
أريد أن أرحل عن هذا العالم وأتوقف عن المعاناة التي لا تنتهي,1
أحتاج إلى إرشادات معلم الأب ، ملاك الجارديان أو أي شيء يمكن أن يخبرني بما يجب القيام به,1
      هو الآن يا له من فيلم لطيف,0
هناك قطة طائشة في الحرم الجامعي تشبه غارفيلد أن الطلاب يطعمونه دائمًا حتى يكون سمينًا جدًا مثلي,0
كومة قصيرة على المنزل وبعيد,0
يواصل مشجعو باكستون العمل الجيد أن هذه السيدة الشابة موهوبة حقًا,0
 آسف ، ما زلت في عداد المفقودين أنت لست بحاجة إلى  من أجل لا شيء ، لدينا جميعًا أيام سيئة ، ما تتعامل معه,1
أنا فاشل خاسر ، أنا مضيعة للحياة وأريد أن ينتهي الأمر ، يمكننا أخيرًا إغلاق هذه القصة المثيرة للشفقة ، الشاغل الوحيد الذي لدي هو الديون التي لا أستطيع ترك عائلتي بهذا,1
مشاهدة  يا إلهي عبقرية الاشياء د مشهد الدراجة فقط,0
أريد فقط الراحة ولم أعد مهتمًا بما يحدث من حولي,1
      حتى تقوم بإلقاء   ,0
أليكس كرافن نعم رأيت أنني أميل إلى الدخول فيه ، لكن فكر في الانتظار حتى يتم خارج مجموعة  ، أحب أن أكون قادرًا على الحصول على نفسي,0
مشاعر   في كثير من الأحيان تؤدي أوقاتك في كثير من الأحيان إلى أعظم لحظات حياتك تحافظ على الإيمان ، سيكون كل شيء يستحق في النهاية,0
 يزحف من الجحيم ، لا أريد أن أكون هنا بعد الآن,1
  شكرًا يا أخي ، يمكنك تسجيل الدخول إلى   إعادة تعيين كلمة المرور مرة أخرى,0
إن العيش كتعاطف متشددين صعب للغاية ، لقد سئمت من أن أكون لطيفًا ووضع العمل العاطفي في أولئك الذين لا يستحقون ذلك,1
أدركت أنني لن أحصل على رسالة معتمدة مفاجئة تفيد بأنني الوريث الوحيد لعائلة ثرية  ,0
  أنا مجنون سخيف عندما أغضب ، الأمر فظيع للغاية أنا بحاجة إلى العمل على هذا سيئ للغاية قبل أن ينتهي بي الأمر,1
أشعر أنني في دوامة مظلمة ولا أرى أي شعاع أمل قادم,1
شاهدت للتو تشاك يخرج مع ميل قريبا,0
 رأيت صورك ساخنة,0
عندما كنت في المدرسة المتوسطة ، أردت أن أكون  لا تحكم,1
هذا  قد سئمت حقًا من كل شيء ، كل شيء عرجاء ومثلي الجنس لا شيء جاد لنا على الإطلاق,1
قد يتضمن أو لا يتضمن أو لا يتضمن نمط  ,0
أفكاري المظلمة تأخذني في رحلة لا نهاية لها من الألم والرغبة في الرحيل,1
كان البوب جيد جدا,0
مايلي سايروس لول متجر الحاويات اللطيف,0
كل يوم أستيقظ وأشعر بثقل الألم الذي يثقل روحي، كأن الحياة فقدت معناها بالنسبة لي,1
إنه ليس متعبًا,0
 أنا فقط لا أريد أن أكون هنا بعد الآن ، من فضلك شخص ما مجرد سخيف ينهيني لأنني أعلم أنه سيكون أسوأ للجميع إذا فعلت ذلك بنفسي وأفعى هل أريد ذلك ولكن من فضلك شخص ما يقتلني فقط من فضلك,1
تركيب    لا يوجد كبير في الجحيم نعم,0
 إنه مجرد شريط أدوات مع مجموعة من الوظائف غير مميزة جدًا في الواقع ، فهي ليست مفيدة على وجه التحديد لمترجم,0
أشعر كأنني غارق في بحر من الظلام لا أستطيع السباحة للخروج منه أو حتى التنفس,1
أريدها,0
 موقع  الذي يمكن الوصول إليه بشكل جميل,0
أنا أكره الذهاب إلى منطقة الراب الخاصة بي ، ثم أعتقد أن الناس لعنة يجب أن يسمع هذا حقًا ، لكن بعد ذلك أذهب يا ,1
بطريق الخطأ ، فإن صبيتها الكاملة  ما يقرب من نصفها ,0
أريد أن أقتل نفسي لأن الألم الذي أعانيه لا يطاق ولا أجد من يفهمني ويساعدني,1
أعيش في دوامة من الألم لا تنتهي، وأتمنى لو أنني لم أكن هنا منذ البداية لألا أعيش هذا العذاب,1
فقط فوكين اقتلني,1
أحب الطريقة التي يتلاشى بها  الموسيقى مرة أخرى عندما تنتهي مكالمة أنا أعجبت بسهولة,0
لم يعد لدي قوة لأتحمل مزيدًا من الخيبات والآلام,1
كارلي أحب الأغنية الجديدة والجوقة هي وظيفة  حقيقية وجذابة التي قامت بالمسار وتسجيل الأردن,0
ميسي ليس متعب,0
 أوه ، لم يكن هناك الكثير من العمل الذي كان يعمل فيه كل شخص تم تسليمه في المهمة الأولى منذ أكثر من عام يوم الجمعة كان مجنونًا,0
كل يوم أواجه نارًا داخلية تلتهم كل جزء مني وأرغب فقط بالراحة والسلام,1
  أعتقد أنه حصل على أوصافنا خلط  إما ذلك أو يجب أن تضايقه المزيد,0
  اختر وظيفة تحبه ولن تضطر أبدًا إلى العمل يومًا في حياتك في المستقبل السعيد طلابنا المذهلين,0
   الذي يبقيك  آمن  حرة     ,0
لا تكسر الآخرين لأسفل لمجرد أنهم قد يبدوا واكيرًا إذا كانت عيون شخص ما هي عدم وجود ,1
 شراء  ,0
 أحتاج إلى النوم ولكن  في  كان يستحق كل هذا العناء,0
الأكل كالمعتاد لا يمكن أن ينتظر بوجو ليلة الخميس الصاخبة,0
الجبهة الوظيفية لا تبدو قاتمة جدا اليوم,0
عيد ميلاد سعيد الرجل الكبير مواكبة العمل الجيد براندون,0
لعب الكلارينيت يجعلني سعيدا,0
مزيد من التلاشي متعة متعة تمارس تدريبات القوة أمبير في حب منظمة جدول البيانات الخاصة بي,0
لقد مر عام آخر ، وما زلت وحدي حزينًا وأعاني من أي وقت مضى سأعيش مع الكرامة أو  ,1
أريد أن يشعر الجميع بألمي ، لقد سئمت من كل شخص يحاول أن يمسكني والاستفادة من   دائمًا أن أكون ثانيًا من الاختيار من الإهمال من الإهمال والكره ، أريد أن يشعر الجميع بالغضب وألمي أنا مريض بإخفاءهفي الظل وأخذ كل ما أريد كل ما فعلوه لي أن يحدث لهم وأوقات انتهى ، آمل ألا يحصلوا أبدًاالأشخاص الذين لديهم حياة مثالية لا يستحقون ذلك إذا لم أكن سعيدًا لماذا يجب أن يكون أي شخص آخر,1
   في حاجة ماسة إلى عملية زرع الكلى ، تحتاج إلى متبرع مباشر متطابق أنا بالفعل في نهاية الطريق الآن ، لذا أحتاج إلى ,1
فكرتي عن الجحيم ستكون إذا كانت هناك جنة أعني أنني أريد حقًا أن أكون ميتًا مرة واحدة,1
 كل طاقم في وقت لاحق حصلت على القليل من العمل للقيام به,0
   صغير وجاهز للموت يأكل أرواح مؤخرتي,1
أنا ذاهب إلى ليليروسييللين حريصًا في يونيو,0
  طفلي رائعتين للغاية,0
   أنا أؤيد النائب باربرا لي لهذا,0
أنا أكره نفسي,1
تمتمني أريد أن أموت لنفسي يوميًا لبضعة أشهر الآن أشعر بأنني لا قيمة,1
اجتماعيًا ، أفتقد ثقافة   مثل النسخة الرئيسية دون صفع سمك السلمون المرقط,0
